id,participant_id,timestamp_utc,phase,post_id,category,has_face,has_text,colorfulness,visual_complexity,was_seen,liked,response,correct,confidence,dwell_time_sec,feed_position
279,fad9fdd6-6924-4a85-b769-ec719561b4ee,2026-05-04T02:06:11.226626,memory,lighthouse_brighter,travel,0,0,bright,low,1,,0,0,3,5.522,
280,fad9fdd6-6924-4a85-b769-ec719561b4ee,2026-05-04T02:06:19.983892,memory,ocean_dark,travel,0,0,dark,low,1,,0,0,5,8.571,
281,fad9fdd6-6924-4a85-b769-ec719561b4ee,2026-05-04T02:06:30.647465,memory,forest_bright,travel,0,0,bright,low,0,,0,1,3,10.502,
282,fad9fdd6-6924-4a85-b769-ec719561b4ee,2026-05-04T02:06:43.108789,memory,lighthouse_darker,travel,0,0,dark,low,1,,0,0,5,12.284,
283,fad9fdd6-6924-4a85-b769-ec719561b4ee,2026-05-04T02:06:54.970651,memory,forest_dark,travel,0,0,dark,low,1,,0,0,5,11.606,
284,fad9fdd6-6924-4a85-b769-ec719561b4ee,2026-05-04T02:07:00.103042,memory,sunset_noperson,travel,0,0,unknown,medium,0,,0,1,5,4.985,
285,fad9fdd6-6924-4a85-b769-ec719561b4ee,2026-05-04T02:07:06.598781,memory,beach,travel,0,0,unknown,medium,1,,0,0,3,6.319,
286,fad9fdd6-6924-4a85-b769-ec719561b4ee,2026-05-04T02:07:10.827819,memory,eiffel_dark,travel,0,0,dark,medium,1,,0,0,3,4.059,
287,fad9fdd6-6924-4a85-b769-ec719561b4ee,2026-05-04T02:07:16.507919,memory,trees_dark,travel,0,0,dark,medium,0,,0,1,4,5.509,
288,fad9fdd6-6924-4a85-b769-ec719561b4ee,2026-05-04T02:07:22.526961,memory,trees_bright,travel,0,0,bright,medium,1,,0,0,5,5.87,
289,fad9fdd6-6924-4a85-b769-ec719561b4ee,2026-05-04T02:07:27.877465,memory,ocean_bright,travel,0,0,bright,low,1,,0,0,2,5.161,
290,fad9fdd6-6924-4a85-b769-ec719561b4ee,2026-05-04T02:07:41.075762,memory,eiffel_bright,travel,0,0,bright,medium,0,,0,1,3,13.025,
291,fad9fdd6-6924-4a85-b769-ec719561b4ee,2026-05-04T02:07:50.571531,memory,lighthouse_bright,travel,0,0,bright,low,1,,0,0,3,9.31,
292,fad9fdd6-6924-4a85-b769-ec719561b4ee,2026-05-04T02:07:55.612925,memory,sunset_person,travel,1,0,unknown,medium,1,,0,0,3,4.821,
293,8ca36414-902c-4b88-afa4-ed505ded019c,2026-05-11T19:10:58.108807,feed,lighthouse_bright,travel,0,0,bright,low,1,0,,,,509.106,1
294,8ca36414-902c-4b88-afa4-ed505ded019c,2026-05-11T19:11:14.505342,feed,ocean_bright,travel,0,0,bright,low,1,1,,,,15.26,2
295,8ca36414-902c-4b88-afa4-ed505ded019c,2026-05-11T19:11:51.325856,feed,lighthouse_brighter,travel,0,0,bright,low,1,1,,,,36.532,3
296,8ca36414-902c-4b88-afa4-ed505ded019c,2026-05-11T19:11:55.173527,feed,trees_dark,travel,0,0,dark,medium,1,0,,,,2.999,4
297,8ca36414-902c-4b88-afa4-ed505ded019c,2026-05-11T19:11:57.026600,feed,forest_bright,travel,0,0,bright,low,1,0,,,,1.678,5
298,8ca36414-902c-4b88-afa4-ed505ded019c,2026-05-11T19:11:59.687798,feed,sunset_person,travel,1,0,unknown,medium,1,0,,,,2.28,6
299,8ca36414-902c-4b88-afa4-ed505ded019c,2026-05-11T19:12:02.064785,feed,beach,travel,0,0,unknown,medium,1,0,,,,2.171,7
300,8ca36414-902c-4b88-afa4-ed505ded019c,2026-05-11T19:12:04.194777,feed,eiffel_bright,travel,0,0,bright,medium,1,0,,,,2.0,8
301,8ca36414-902c-4b88-afa4-ed505ded019c,2026-05-11T19:12:39.990896,feed,lighthouse_darker,travel,0,0,dark,low,1,0,,,,34.45,9
302,8ca36414-902c-4b88-afa4-ed505ded019c,2026-05-11T19:12:43.467128,feed,ocean_dark,travel,0,0,dark,low,1,0,,,,3.162,10
303,8ca36414-902c-4b88-afa4-ed505ded019c,2026-05-11T19:13:06.801329,distractor,,,,,,,,,Neither,,,,
304,8ca36414-902c-4b88-afa4-ed505ded019c,2026-05-11T19:18:24.821225,memory,eiffel_bright,travel,0,0,bright,medium,1,,1,1,3,317.883,
305,8ca36414-902c-4b88-afa4-ed505ded019c,2026-05-11T19:18:28.700211,memory,sunset_person,travel,1,0,unknown,medium,1,,0,0,3,3.319,
306,8ca36414-902c-4b88-afa4-ed505ded019c,2026-05-11T19:18:29.639833,memory,sunset_person,travel,1,0,unknown,medium,1,,0,0,3,4.259,
307,8ca36414-902c-4b88-afa4-ed505ded019c,2026-05-11T19:18:34.263892,memory,forest_bright,travel,0,0,bright,low,1,,1,1,3,4.473,
308,8ca36414-902c-4b88-afa4-ed505ded019c,2026-05-11T19:18:37.774472,memory,lighthouse_bright,travel,0,0,bright,low,1,,1,1,3,3.364,
309,8ca36414-902c-4b88-afa4-ed505ded019c,2026-05-11T19:18:42.623012,memory,sunset_noperson,travel,0,0,unknown,medium,0,,0,1,3,4.711,
310,8ca36414-902c-4b88-afa4-ed505ded019c,2026-05-11T19:18:46.360103,memory,beach,travel,0,0,unknown,medium,1,,1,1,3,3.583,
311,8ca36414-902c-4b88-afa4-ed505ded019c,2026-05-11T19:18:49.928213,memory,trees_dark,travel,0,0,dark,medium,1,,0,0,3,3.432,
312,8ca36414-902c-4b88-afa4-ed505ded019c,2026-05-11T19:18:54.023019,memory,lighthouse_darker,travel,0,0,dark,low,1,,1,1,3,3.925,
313,8ca36414-902c-4b88-afa4-ed505ded019c,2026-05-11T19:18:58.294188,memory,ocean_bright,travel,0,0,bright,low,1,,1,1,3,4.109,
314,8ca36414-902c-4b88-afa4-ed505ded019c,2026-05-11T19:19:04.714073,memory,eiffel_dark,travel,0,0,dark,medium,0,,0,1,3,6.262,
315,8ca36414-902c-4b88-afa4-ed505ded019c,2026-05-11T19:19:08.376582,memory,trees_bright,travel,0,0,bright,medium,0,,1,0,3,3.5,
316,8ca36414-902c-4b88-afa4-ed505ded019c,2026-05-11T19:19:13.070201,memory,ocean_dark,travel,0,0,dark,low,1,,0,0,3,4.497,
317,8ca36414-902c-4b88-afa4-ed505ded019c,2026-05-11T19:19:15.962184,memory,lighthouse_brighter,travel,0,0,bright,low,1,,1,1,3,2.729,
318,8ca36414-902c-4b88-afa4-ed505ded019c,2026-05-11T19:19:20.158059,memory,forest_dark,travel,0,0,dark,low,0,,0,1,3,4.047,
319,2056e535-5d44-4bdb-a0de-c7c100041f28,2026-05-12T19:17:28.992375,feed,trees_bright,travel,0,0,bright,medium,1,0,,,,15.182,1
320,2056e535-5d44-4bdb-a0de-c7c100041f28,2026-05-12T19:17:36.989707,feed,eiffel_dark,travel,0,0,dark,medium,1,1,,,,6.766,2
321,2056e535-5d44-4bdb-a0de-c7c100041f28,2026-05-12T19:17:43.425459,feed,lighthouse_darker,travel,0,0,dark,low,1,1,,,,6.102,3
322,2056e535-5d44-4bdb-a0de-c7c100041f28,2026-05-12T19:17:47.821218,feed,sunset_noperson,travel,0,0,unknown,medium,1,1,,,,4.055,4
323,2056e535-5d44-4bdb-a0de-c7c100041f28,2026-05-12T19:17:53.684517,feed,forest_bright,travel,0,0,bright,low,1,1,,,,5.562,5
324,2056e535-5d44-4bdb-a0de-c7c100041f28,2026-05-12T19:17:58.133088,feed,eiffel_bright,travel,0,0,bright,medium,1,0,,,,4.294,6
325,2056e535-5d44-4bdb-a0de-c7c100041f28,2026-05-12T19:18:03.627516,feed,lighthouse_brighter,travel,0,0,bright,low,1,0,,,,5.322,7
326,2056e535-5d44-4bdb-a0de-c7c100041f28,2026-05-12T19:18:08.137815,feed,ocean_bright,travel,0,0,bright,low,1,1,,,,4.363,8
327,2056e535-5d44-4bdb-a0de-c7c100041f28,2026-05-12T19:18:11.523378,feed,lighthouse_bright,travel,0,0,bright,low,1,0,,,,2.923,9
328,2056e535-5d44-4bdb-a0de-c7c100041f28,2026-05-12T19:18:17.420000,feed,forest_dark,travel,0,0,dark,low,1,0,,,,5.729,10
329,2056e535-5d44-4bdb-a0de-c7c100041f28,2026-05-12T19:18:24.149459,distractor,,,,,,,,,Coffee,,,,
330,2056e535-5d44-4bdb-a0de-c7c100041f28,2026-05-12T19:18:31.452069,memory,lighthouse_brighter,travel,0,0,bright,low,1,,1,1,5,7.125,
331,2056e535-5d44-4bdb-a0de-c7c100041f28,2026-05-12T19:18:36.475080,memory,ocean_bright,travel,0,0,bright,low,1,,1,1,5,4.875,
332,2056e535-5d44-4bdb-a0de-c7c100041f28,2026-05-12T19:18:44.121677,memory,lighthouse_darker,travel,0,0,dark,low,1,,1,1,3,7.484,
333,2056e535-5d44-4bdb-a0de-c7c100041f28,2026-05-12T19:18:52.638425,memory,eiffel_dark,travel,0,0,dark,medium,1,,1,1,4,8.352,
334,2056e535-5d44-4bdb-a0de-c7c100041f28,2026-05-12T19:18:57.470682,memory,beach,travel,0,0,unknown,medium,0,,0,1,5,4.672,
335,2056e535-5d44-4bdb-a0de-c7c100041f28,2026-05-12T19:19:08.393381,memory,forest_bright,travel,0,0,bright,low,1,,1,1,3,10.764,
336,2056e535-5d44-4bdb-a0de-c7c100041f28,2026-05-12T19:19:08.986024,memory,lighthouse_bright,travel,0,0,bright,low,1,,0,0,3,0.405,
337,2056e535-5d44-4bdb-a0de-c7c100041f28,2026-05-12T19:19:14.358286,memory,sunset_noperson,travel,0,0,unknown,medium,1,,1,1,5,5.223,
338,2056e535-5d44-4bdb-a0de-c7c100041f28,2026-05-12T19:19:22.245033,memory,sunset_person,travel,1,0,unknown,medium,0,,0,1,4,7.74,
339,2056e535-5d44-4bdb-a0de-c7c100041f28,2026-05-12T19:19:29.848331,memory,ocean_dark,travel,0,0,dark,low,0,,0,1,5,7.425,
340,2056e535-5d44-4bdb-a0de-c7c100041f28,2026-05-12T19:19:35.638951,memory,forest_dark,travel,0,0,dark,low,1,,1,1,5,5.633,
341,2056e535-5d44-4bdb-a0de-c7c100041f28,2026-05-12T19:19:40.985413,memory,trees_dark,travel,0,0,dark,medium,0,,0,1,5,5.175,
342,2056e535-5d44-4bdb-a0de-c7c100041f28,2026-05-12T19:19:46.229341,memory,trees_bright,travel,0,0,bright,medium,1,,1,1,5,5.011,
343,2056e535-5d44-4bdb-a0de-c7c100041f28,2026-05-12T19:19:51.402986,memory,eiffel_bright,travel,0,0,bright,medium,1,,1,1,5,5.0,
344,3ec1f859-7a27-42d7-bd1d-c8c71fe62615,2026-05-12T20:18:16.873830,feed,eiffel_dark,travel,0,0,dark,medium,1,0,,,,7.693,1
345,3ec1f859-7a27-42d7-bd1d-c8c71fe62615,2026-05-12T20:18:27.716074,feed,sunset_noperson,travel,0,0,unknown,medium,1,1,,,,9.815,2
346,3ec1f859-7a27-42d7-bd1d-c8c71fe62615,2026-05-12T20:18:32.509827,feed,lighthouse_bright,travel,0,0,bright,low,1,1,,,,4.471,3
347,3ec1f859-7a27-42d7-bd1d-c8c71fe62615,2026-05-12T20:18:37.666497,feed,ocean_dark,travel,0,0,dark,low,1,0,,,,4.823,4
348,3ec1f859-7a27-42d7-bd1d-c8c71fe62615,2026-05-12T20:18:41.584849,feed,trees_dark,travel,0,0,dark,medium,1,0,,,,3.63,5
349,3ec1f859-7a27-42d7-bd1d-c8c71fe62615,2026-05-12T20:18:46.270549,feed,trees_bright,travel,0,0,bright,medium,1,1,,,,4.516,6
350,3ec1f859-7a27-42d7-bd1d-c8c71fe62615,2026-05-12T20:18:49.618236,feed,eiffel_bright,travel,0,0,bright,medium,1,0,,,,3.178,7
351,3ec1f859-7a27-42d7-bd1d-c8c71fe62615,2026-05-12T20:18:52.511103,feed,sunset_person,travel,1,0,unknown,medium,1,0,,,,2.738,8
352,3ec1f859-7a27-42d7-bd1d-c8c71fe62615,2026-05-12T20:18:56.334875,feed,ocean_bright,travel,0,0,bright,low,1,0,,,,3.574,9
353,3ec1f859-7a27-42d7-bd1d-c8c71fe62615,2026-05-12T20:19:01.756264,feed,lighthouse_darker,travel,0,0,dark,low,1,1,,,,5.254,10
354,3ec1f859-7a27-42d7-bd1d-c8c71fe62615,2026-05-12T20:19:10.027690,distractor,,,,,,,,,Tea,,,,
355,3ec1f859-7a27-42d7-bd1d-c8c71fe62615,2026-05-12T20:19:17.018996,memory,trees_bright,travel,0,0,bright,medium,1,,1,1,5,6.804,
356,3ec1f859-7a27-42d7-bd1d-c8c71fe62615,2026-05-12T20:19:23.633318,memory,eiffel_bright,travel,0,0,bright,medium,1,,1,1,5,6.439,
357,3ec1f859-7a27-42d7-bd1d-c8c71fe62615,2026-05-12T20:19:28.547503,memory,forest_bright,travel,0,0,bright,low,0,,0,1,4,4.738,
358,3ec1f859-7a27-42d7-bd1d-c8c71fe62615,2026-05-12T20:19:33.841582,memory,eiffel_dark,travel,0,0,dark,medium,1,,1,1,5,5.101,
359,3ec1f859-7a27-42d7-bd1d-c8c71fe62615,2026-05-12T20:19:38.477454,memory,lighthouse_brighter,travel,0,0,bright,low,0,,1,0,4,4.455,
360,3ec1f859-7a27-42d7-bd1d-c8c71fe62615,2026-05-12T20:19:43.710781,memory,ocean_bright,travel,0,0,bright,low,1,,1,1,5,5.062,
361,3ec1f859-7a27-42d7-bd1d-c8c71fe62615,2026-05-12T20:19:50.282035,memory,lighthouse_bright,travel,0,0,bright,low,1,,1,1,4,6.417,
362,3ec1f859-7a27-42d7-bd1d-c8c71fe62615,2026-05-12T20:19:57.091687,memory,ocean_dark,travel,0,0,dark,low,1,,1,1,3,6.636,
363,3ec1f859-7a27-42d7-bd1d-c8c71fe62615,2026-05-12T20:20:02.819277,memory,beach,travel,0,0,unknown,medium,0,,0,1,4,5.572,
364,3ec1f859-7a27-42d7-bd1d-c8c71fe62615,2026-05-12T20:20:07.693700,memory,trees_dark,travel,0,0,dark,medium,1,,1,1,5,4.712,
365,3ec1f859-7a27-42d7-bd1d-c8c71fe62615,2026-05-12T20:20:12.792520,memory,lighthouse_darker,travel,0,0,dark,low,1,,1,1,4,4.802,
366,3ec1f859-7a27-42d7-bd1d-c8c71fe62615,2026-05-12T20:20:18.528352,memory,sunset_person,travel,1,0,unknown,medium,1,,1,1,5,5.56,
367,3ec1f859-7a27-42d7-bd1d-c8c71fe62615,2026-05-12T20:20:25.580177,memory,sunset_noperson,travel,0,0,unknown,medium,1,,1,1,4,6.904,
368,3ec1f859-7a27-42d7-bd1d-c8c71fe62615,2026-05-12T20:20:31.698711,memory,forest_dark,travel,0,0,dark,low,0,,0,1,4,5.955,
369,6bd29c70-696b-4dc0-bc67-c837697f2b3e,2026-05-13T01:03:09.740724,feed,beach,travel,0,0,unknown,medium,1,0,,,,6.049,1
370,6bd29c70-696b-4dc0-bc67-c837697f2b3e,2026-05-13T01:03:12.957822,feed,lighthouse_brighter,travel,0,0,bright,low,1,0,,,,2.083,2
371,6bd29c70-696b-4dc0-bc67-c837697f2b3e,2026-05-13T01:03:15.103382,feed,sunset_noperson,travel,0,0,unknown,medium,1,0,,,,1.97,3
372,6bd29c70-696b-4dc0-bc67-c837697f2b3e,2026-05-13T01:03:18.260181,feed,eiffel_dark,travel,0,0,dark,medium,1,0,,,,2.986,4
373,6bd29c70-696b-4dc0-bc67-c837697f2b3e,2026-05-13T01:03:20.620437,feed,ocean_bright,travel,0,0,bright,low,1,0,,,,2.028,5
374,6bd29c70-696b-4dc0-bc67-c837697f2b3e,2026-05-13T01:03:23.019729,feed,lighthouse_darker,travel,0,0,dark,low,1,0,,,,2.251,6
375,6bd29c70-696b-4dc0-bc67-c837697f2b3e,2026-05-13T01:03:25.488297,feed,eiffel_bright,travel,0,0,bright,medium,1,0,,,,2.327,7
376,6bd29c70-696b-4dc0-bc67-c837697f2b3e,2026-05-13T01:03:28.601046,feed,forest_dark,travel,0,0,dark,low,1,0,,,,2.976,8
377,6bd29c70-696b-4dc0-bc67-c837697f2b3e,2026-05-13T01:03:31.174277,feed,trees_dark,travel,0,0,dark,medium,1,0,,,,2.419,9
378,6bd29c70-696b-4dc0-bc67-c837697f2b3e,2026-05-13T01:03:33.199886,feed,lighthouse_bright,travel,0,0,bright,low,1,0,,,,1.861,10
379,6bd29c70-696b-4dc0-bc67-c837697f2b3e,2026-05-13T01:03:40.900932,distractor,,,,,,,,,Coffee,,,,
380,6bd29c70-696b-4dc0-bc67-c837697f2b3e,2026-05-13T01:03:51.243407,memory,forest_bright,travel,0,0,bright,low,0,,0,1,4,9.974,
381,6bd29c70-696b-4dc0-bc67-c837697f2b3e,2026-05-13T01:03:57.613354,memory,eiffel_bright,travel,0,0,bright,medium,1,,1,1,5,6.207,
382,6bd29c70-696b-4dc0-bc67-c837697f2b3e,2026-05-13T01:04:03.618531,memory,sunset_person,travel,1,0,unknown,medium,0,,1,0,4,5.719,
383,6bd29c70-696b-4dc0-bc67-c837697f2b3e,2026-05-13T01:04:09.873346,memory,lighthouse_brighter,travel,0,0,bright,low,1,,1,1,4,6.105,
384,6bd29c70-696b-4dc0-bc67-c837697f2b3e,2026-05-13T01:04:14.932184,memory,trees_dark,travel,0,0,dark,medium,1,,1,1,4,4.855,
385,6bd29c70-696b-4dc0-bc67-c837697f2b3e,2026-05-13T01:04:19.436747,memory,eiffel_dark,travel,0,0,dark,medium,1,,1,1,4,4.35,
386,6bd29c70-696b-4dc0-bc67-c837697f2b3e,2026-05-13T01:04:24.559048,memory,lighthouse_darker,travel,0,0,dark,low,1,,1,1,4,4.799,
387,6bd29c70-696b-4dc0-bc67-c837697f2b3e,2026-05-13T01:04:25.375492,memory,lighthouse_darker,travel,0,0,dark,low,1,,1,1,4,5.616,
388,6bd29c70-696b-4dc0-bc67-c837697f2b3e,2026-05-13T01:04:30.074053,memory,trees_bright,travel,0,0,bright,medium,0,,0,1,4,4.55,
389,6bd29c70-696b-4dc0-bc67-c837697f2b3e,2026-05-13T01:04:34.837819,memory,forest_dark,travel,0,0,dark,low,1,,1,1,4,4.619,
390,6bd29c70-696b-4dc0-bc67-c837697f2b3e,2026-05-13T01:04:42.024041,memory,sunset_noperson,travel,0,0,unknown,medium,1,,1,1,4,7.04,
391,6bd29c70-696b-4dc0-bc67-c837697f2b3e,2026-05-13T01:04:48.404828,memory,beach,travel,0,0,unknown,medium,1,,0,0,2,6.214,
392,6bd29c70-696b-4dc0-bc67-c837697f2b3e,2026-05-13T01:04:55.277352,memory,ocean_dark,travel,0,0,dark,low,0,,0,1,4,6.719,
393,6bd29c70-696b-4dc0-bc67-c837697f2b3e,2026-05-13T01:05:00.577471,memory,ocean_bright,travel,0,0,bright,low,1,,1,1,5,5.133,
394,6bd29c70-696b-4dc0-bc67-c837697f2b3e,2026-05-13T01:05:08.696007,memory,lighthouse_bright,travel,0,0,bright,low,1,,0,0,2,7.983,
395,40c93f09-2aaa-4e26-bc1e-c59431ecf368,2026-05-13T18:39:10.803364,feed,trees_bright,travel,0,0,bright,medium,1,0,,,,7.638,1
396,40c93f09-2aaa-4e26-bc1e-c59431ecf368,2026-05-13T18:39:17.125170,feed,eiffel_bright,travel,0,0,bright,medium,1,0,,,,5.148,2
397,40c93f09-2aaa-4e26-bc1e-c59431ecf368,2026-05-13T18:39:24.542213,feed,lighthouse_darker,travel,0,0,dark,low,1,0,,,,7.237,3
398,eef340e7-5ab4-4cc9-b5a8-4a7f843ef61b,2026-05-13T18:39:59.103358,feed,trees_dark,travel,0,0,dark,medium,1,0,,,,4.784,1
399,eef340e7-5ab4-4cc9-b5a8-4a7f843ef61b,2026-05-13T18:40:03.504228,feed,eiffel_bright,travel,0,0,bright,medium,1,1,,,,4.221,2
400,eef340e7-5ab4-4cc9-b5a8-4a7f843ef61b,2026-05-13T18:40:11.805941,feed,forest_dark,travel,0,0,dark,low,1,1,,,,8.136,3
401,eef340e7-5ab4-4cc9-b5a8-4a7f843ef61b,2026-05-13T18:40:19.067658,feed,ocean_dark,travel,0,0,dark,low,1,1,,,,7.113,4
402,eef340e7-5ab4-4cc9-b5a8-4a7f843ef61b,2026-05-13T18:40:24.874072,feed,sunset_person,travel,1,0,unknown,medium,1,1,,,,5.494,5
403,eef340e7-5ab4-4cc9-b5a8-4a7f843ef61b,2026-05-13T18:40:29.506153,feed,beach,travel,0,0,unknown,medium,1,1,,,,4.306,6
404,eef340e7-5ab4-4cc9-b5a8-4a7f843ef61b,2026-05-13T18:40:32.564556,feed,lighthouse_brighter,travel,0,0,bright,low,1,1,,,,2.904,7
405,eef340e7-5ab4-4cc9-b5a8-4a7f843ef61b,2026-05-13T18:40:36.365941,feed,lighthouse_bright,travel,0,0,bright,low,1,1,,,,3.655,8
406,eef340e7-5ab4-4cc9-b5a8-4a7f843ef61b,2026-05-13T18:40:41.687780,feed,ocean_bright,travel,0,0,bright,low,1,1,,,,5.114,9
407,eef340e7-5ab4-4cc9-b5a8-4a7f843ef61b,2026-05-13T18:40:45.972112,feed,sunset_noperson,travel,0,0,unknown,medium,1,1,,,,4.093,10
408,eef340e7-5ab4-4cc9-b5a8-4a7f843ef61b,2026-05-13T18:40:50.230467,distractor,,,,,,,,,Neither,,,,
409,eef340e7-5ab4-4cc9-b5a8-4a7f843ef61b,2026-05-13T18:41:06.437919,memory,ocean_dark,travel,0,0,dark,low,1,,0,0,4,16.033,
410,eef340e7-5ab4-4cc9-b5a8-4a7f843ef61b,2026-05-13T18:41:17.122282,memory,lighthouse_darker,travel,0,0,dark,low,0,,1,0,3,10.525,
411,eef340e7-5ab4-4cc9-b5a8-4a7f843ef61b,2026-05-13T18:41:21.608656,memory,lighthouse_bright,travel,0,0,bright,low,1,,1,1,3,4.336,
412,eef340e7-5ab4-4cc9-b5a8-4a7f843ef61b,2026-05-13T18:41:27.360915,memory,forest_bright,travel,0,0,bright,low,0,,0,1,5,5.607,
413,eef340e7-5ab4-4cc9-b5a8-4a7f843ef61b,2026-05-13T18:41:33.281996,memory,forest_dark,travel,0,0,dark,low,1,,1,1,5,5.76,
414,eef340e7-5ab4-4cc9-b5a8-4a7f843ef61b,2026-05-13T18:41:38.748307,memory,trees_dark,travel,0,0,dark,medium,1,,1,1,5,5.32,
415,eef340e7-5ab4-4cc9-b5a8-4a7f843ef61b,2026-05-13T18:41:43.703550,memory,sunset_person,travel,1,0,unknown,medium,1,,1,1,5,4.707,
416,eef340e7-5ab4-4cc9-b5a8-4a7f843ef61b,2026-05-13T18:41:49.471407,memory,beach,travel,0,0,unknown,medium,1,,1,1,5,5.612,
417,eef340e7-5ab4-4cc9-b5a8-4a7f843ef61b,2026-05-13T18:41:57.208748,memory,trees_bright,travel,0,0,bright,medium,0,,0,1,5,7.581,
418,eef340e7-5ab4-4cc9-b5a8-4a7f843ef61b,2026-05-13T18:42:03.039933,memory,sunset_noperson,travel,0,0,unknown,medium,1,,1,1,5,5.663,
419,eef340e7-5ab4-4cc9-b5a8-4a7f843ef61b,2026-05-13T18:42:07.966133,memory,ocean_bright,travel,0,0,bright,low,1,,1,1,5,4.778,
420,eef340e7-5ab4-4cc9-b5a8-4a7f843ef61b,2026-05-13T18:42:14.890063,memory,lighthouse_brighter,travel,0,0,bright,low,1,,1,1,4,6.779,
421,eef340e7-5ab4-4cc9-b5a8-4a7f843ef61b,2026-05-13T18:42:22.207803,memory,eiffel_dark,travel,0,0,dark,medium,0,,0,1,4,7.165,
422,eef340e7-5ab4-4cc9-b5a8-4a7f843ef61b,2026-05-13T18:42:29.651605,memory,eiffel_bright,travel,0,0,bright,medium,1,,1,1,2,7.277,
423,c834bb8f-47a4-481c-9b1e-a184ab531eaa,2026-05-13T19:07:23.739938,feed,lighthouse_darker,travel,0,0,dark,low,1,0,,,,10.053,1
424,c834bb8f-47a4-481c-9b1e-a184ab531eaa,2026-05-13T19:07:30.833446,feed,lighthouse_bright,travel,0,0,bright,low,1,1,,,,6.161,2
425,c834bb8f-47a4-481c-9b1e-a184ab531eaa,2026-05-13T19:07:34.268823,feed,ocean_bright,travel,0,0,bright,low,1,0,,,,3.093,3
426,c834bb8f-47a4-481c-9b1e-a184ab531eaa,2026-05-13T19:07:37.214736,feed,lighthouse_brighter,travel,0,0,bright,low,1,0,,,,2.661,4
427,c834bb8f-47a4-481c-9b1e-a184ab531eaa,2026-05-13T19:07:40.925752,feed,forest_dark,travel,0,0,dark,low,1,0,,,,3.564,5
428,c834bb8f-47a4-481c-9b1e-a184ab531eaa,2026-05-13T19:07:44.591301,feed,eiffel_bright,travel,0,0,bright,medium,1,1,,,,3.53,6
429,c834bb8f-47a4-481c-9b1e-a184ab531eaa,2026-05-13T19:07:50.612094,feed,trees_bright,travel,0,0,bright,medium,1,1,,,,5.745,7
430,c834bb8f-47a4-481c-9b1e-a184ab531eaa,2026-05-13T19:07:56.432111,feed,eiffel_dark,travel,0,0,dark,medium,1,1,,,,5.682,8
431,c834bb8f-47a4-481c-9b1e-a184ab531eaa,2026-05-13T19:07:59.550003,feed,trees_dark,travel,0,0,dark,medium,1,0,,,,2.816,9
432,c834bb8f-47a4-481c-9b1e-a184ab531eaa,2026-05-13T19:08:03.919400,feed,forest_bright,travel,0,0,bright,low,1,1,,,,4.226,10
433,c834bb8f-47a4-481c-9b1e-a184ab531eaa,2026-05-13T19:08:18.036113,distractor,,,,,,,,,Tea,,,,
434,c834bb8f-47a4-481c-9b1e-a184ab531eaa,2026-05-13T19:08:25.018130,memory,forest_bright,travel,0,0,bright,low,1,,1,1,5,6.822,
435,c834bb8f-47a4-481c-9b1e-a184ab531eaa,2026-05-13T19:09:16.532366,memory,ocean_dark,travel,0,0,dark,low,0,,0,1,4,51.349,
436,c834bb8f-47a4-481c-9b1e-a184ab531eaa,2026-05-13T19:09:22.176205,memory,forest_dark,travel,0,0,dark,low,1,,1,1,5,5.322,
437,c834bb8f-47a4-481c-9b1e-a184ab531eaa,2026-05-13T19:09:30.381637,memory,eiffel_bright,travel,0,0,bright,medium,1,,1,1,5,8.04,
438,c834bb8f-47a4-481c-9b1e-a184ab531eaa,2026-05-13T19:09:34.682104,memory,eiffel_dark,travel,0,0,dark,medium,1,,1,1,5,4.152,
439,c834bb8f-47a4-481c-9b1e-a184ab531eaa,2026-05-13T19:09:39.579154,memory,lighthouse_brighter,travel,0,0,bright,low,1,,1,1,5,4.715,
440,c834bb8f-47a4-481c-9b1e-a184ab531eaa,2026-05-13T19:09:45.199918,memory,sunset_person,travel,1,0,unknown,medium,0,,0,1,4,5.487,
441,c834bb8f-47a4-481c-9b1e-a184ab531eaa,2026-05-13T19:09:49.358345,memory,beach,travel,0,0,unknown,medium,0,,0,1,5,4.003,
442,c834bb8f-47a4-481c-9b1e-a184ab531eaa,2026-05-13T19:09:53.897754,memory,lighthouse_darker,travel,0,0,dark,low,1,,1,1,5,4.384,
443,c834bb8f-47a4-481c-9b1e-a184ab531eaa,2026-05-13T19:10:05.621941,memory,lighthouse_bright,travel,0,0,bright,low,1,,1,1,5,11.562,
444,c834bb8f-47a4-481c-9b1e-a184ab531eaa,2026-05-13T19:10:10.448884,memory,trees_dark,travel,0,0,dark,medium,1,,1,1,5,4.691,
445,c834bb8f-47a4-481c-9b1e-a184ab531eaa,2026-05-13T19:10:22.086491,memory,sunset_noperson,travel,0,0,unknown,medium,0,,1,0,3,11.483,
446,c834bb8f-47a4-481c-9b1e-a184ab531eaa,2026-05-13T19:10:28.331775,memory,ocean_bright,travel,0,0,bright,low,1,,1,1,5,6.107,
447,c834bb8f-47a4-481c-9b1e-a184ab531eaa,2026-05-13T19:10:33.123267,memory,trees_bright,travel,0,0,bright,medium,1,,1,1,5,4.66,
